Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Jos	11	29	“The land had _______.”	23	D	Plenty of food	Famine	Plagues that took all the animals	Rest from war	
Jos	12	1	How many kings did Israel defeat beyond the Jordan River, toward the sunrise?	1 & 4	B	Twelve	Two	Seven	Ten	
Jos	12	2	How many kings had Joshua and the Israelites defeated west of the Jordan?	24	D	Twelve	Two	Seven	Thirty-one	
Jos	12	3	Which of the following was a king from beyond the Jordan River, who was conquered?	2	A	Sihon king of the Amorites	King of Makkedah	King of Jericho	King of Dor	
Jos	12	4	Which of the following was NOT a king from the west side of the Jordan River?	4	C	King of Hebron	King of Hormah	King of Bashan	King of Bethel	
Jos	12	5	Which king lived at Heshbon?	2	D	Og	Jabin	Adoni-Zedek	Sihon	
Jos	12	6	What was the border of the Ammonites?	2	B	Mount Halak	River Jabbok	River Jordan	Valley of Lebanon	
Jos	12	7	What is another name for the Sea of the Arabah?	3	D	Sea of Galilee	Tigris	Euphrates	Salt Sea	
Jos	12	8	Who ruled over Mount Hermon?	4-5	D	Sihon	Jabin	Adoni-Zedek	Og	
Jos	12	9	Who was one of the remnants of the Rephaim?	4	C	King of Jericho	King of Lasharon	King of Bashan	King of Arad	
Jos	12	10	Who conquered Sihon and Og?	6	A	Moses and the people of Israel	Joshua and the people of Israel	Five kings of the Amorites	A and B	
Jos	12	11	Which tribes were given possession of the lands of Sihon and Og?	6	B	Levi and Judah	Reuben, Gad, and half-tribe of Manasseh	Simeon and Asher	Ephraim and half-tribe of Manasseh	
Jos	13	1	What did the Lord say to Joshua when he was old and advanced in years?	1	B	You are very old but you will continue to be strong	You are old & advanced in years, and there remains yet very much land to possess	You are very old, and you have conquered all the land which I gave to Israel	You are very old, and it is time for you to claim part of the land as yours	
Jos	13	2	What land remained to be taken over?	2-6	D	Regions of the Philistines and Geshurites	All the land of the Canaanites	The area of the Gebalites all Lebanon, the Sidonians	All of the above	
Jos	13	3	Who lived in the hill country from Lebanon to Misrephoth-maim?	6	C	The Philistines	Geshurites	Sidonians	Gebalites	
Jos	13	4	What was to happen to the Sidonians?	6	A	God would drive them out from before the people of Israel	God would give them to the Israelites as slaves	God would destroy them with fire	God would drive them into the region of the Sea of Arabah	
Jos	13	5	What was Joshua to do about the land which had yet to be conquered?	6	D	Take up the ark of the covenant and march around the regions                  ..	Do not assign the unconquered land until it had been conquered	Then the Lord would give commandments concerning the taking of the land	Allot the land to Israel for an inheritance	
Jos	13	6	How many tribes were to receive land west of the Jordan River?	7	C	Two and one-half	Six	Nine and one-half	Twelve	
Jos	13	7	What did the half-tribe of Manasseh, the Reubenites and Gadites get?	8	B	Land east of the Jordan River that Joshua assigned to them	Land beyond the Jordan eastward, as Moses the servant of the Lord gave them	Land west of the Jordan River that Moses assigned to them	Land west of the Jordan River that Joshua assigned to them	
Jos	13	8	What was the region of the Geshurites and Maacathites?	11	D	The whole plateau of Medeba	The towns of Sihon	Ashtaroth and Edrei	Gilead	
Jos	13	9	What happened to the people of Geshur and Maacah?	13	C	They were totally destroyed by the sword	They were totally destroyed and their cities burned	They were not driven out by Israel, and lived in the midst of Israel	They served as woodcutters and watercarriers for Israel	
Jos	13	10	What was the inheritance of the tribe of Levi?	14	D	The territory extending from Mahanaim and including all of Bashan	The territory of Jazer and half the Ammonite country	The territory from Aroer and the whole plateau past Medeba	No inheritance – The offerings by fire to the Lord is their inheritance	
Jos	13	11	Who were the princes allied with Sihon?	21	D	Evi, Rekem, and Zur	Jabin	Hur and Reba	A and C	
Jos	13	12	In addition to those slain in battle, who else did the Israelites kill by sword?	22	B	Adoni-Zedek, king of Salem	Balaam, son of Beor, who practiced divination	Eleazar, the priest, who offered strange fire to the Lord	Korah, Dathan, and Abiram, who opposed Joshua	
Jos	13	13	What was the boundary of the Reubenites?	23	A	The Jordan	The rim of the Arnon Gorge	The Sea of Kinnereth	The Tigris River	
Jos	13	14	Who received the territory of Jazer and all the cities of Gilead?	24-25	B	Reuben	Gad	Half-tribe of Manasseh	Levi	
Jos	13	15	What had Moses given to the tribe of Gad?	27-28	B	All the towns on the plateau and the realm of Sihon, king of the Amorites	The lower end of the Sea of Chinnereth, eastward beyond the Jordan	The entire realm of Og, king of Bashan	A and B above	
Jos	13	16	What had Moses given to the half-tribe of Manasseh?	29-30	C	All the towns on the plateau and the realm of Sihon, king of the Amorites	The east side of the Jordan, the territory up to the end of the Sea of Kinnereth	The whole kingdom of Og king of Bashan	All of the above	
Jos	13	17	Who received all the towns of Jair in Bashan?	30	C	Reuben	Benjamin	Half-tribe of Manasseh	Levi	
Jos	13	18	Who was Machir?	31	C	A king of the Canaanites	A king in the alliance of the northern kings	Son of Manasseh	High priest of Israel	
Jos	13	19	When had Moses given the inheritance to Reuben, Gad, and half-tribe of Manasseh?	32	C	When he was on Mount Sinai	When he was dying on Mount Nebo	When he was in the plains of Moab, beyond the Jordan east of Jericho	When he was naming Joshua as his successor	
Jos	13	20	What had the Lord, God of Israel, promised the tribe of Levi about their inheritance?	33	D	It would be a larger portion than other tribes	It would be the smallest portion of land	It would be the last land allocated	No inheritance; the Lord God of Israel is their inheritance	
Jos	14	1	Who divided the land of Canaan as an inheritance of the people of Israel?	1	D	Eleazar, the priest	Joshua, son of Nun	The heads of the fathers' houses of the tribes of the people of Israel	All of the above	
Jos	14	2	How were the inheritances of land to the nine-and-a-half tribes assigned?	2	C	The largest tribes obtained the larger pieces of land	Tribal leaders staked out their lands with markers	By lot	The Lord God revealed them in a vision to Joshua	
Jos	14	3	How many tribes were given their inheritance beyond the Jordan?	3	B	Nine and one half	Two and one half	One, the tribe of Levi	None	
Jos	14	4	Which two tribes were the people of Joseph?	4	A	Manasseh and Ephraim	Gad and Asher	Benjamin and Simeon	Zebulun and Naphtali	
Jos	14	5	What did the Levites receive?	4	C	An inheritance of land	Towns to live in, but no pasturelands	Cities to dwell in, pasturelands for their livestock	The mountain regions	
Jos	14	6	Who gave instructions for how the land was to be divided?	5	D	The Lord commanded Joshua, son of Nun	The Lord commanded Aaron, the high priest	The Lord commanded Caleb	The Lord commanded Moses	
Jos	14	7	Who approached Joshua at Gilgal concerning an inheritance of land?	6	B	People of the tribe of Levi	People of Judah	Eleazar the priest	All of the above	
Jos	14	8	Who was the son of Jephunneh the Kenizzite?	6	D	Joshua	Eleazar	Moses	Caleb	
Jos	14	9	Where had the Lord spoke to Moses concerning Joshua and Caleb?	6	A	Kadesh-barnea	Gilgal	Jericho	Hebron	
Jos	14	10	How old was Caleb when Moses sent him to explore the land?	7	C	Twenty	Thirty	Forty	Fifty	
Jos	14	11	What kind of report did Caleb bring back to Moses?	7	B	Word that made the hearts of the people melt with fear	Word as it was in his heart	Word of caution and waiting for a more opportune time	Word that made the hearts of the people ready for battle	
Jos	14	12	Who said, “I wholly followed the Lord my God.”?	8	D	Joshua	Eleazar	Achan	Caleb	
Jos	14	13	What had Moses sworn to give Caleb and his children forever?	9	D	The city of Jerusalem	The land east of the Jordan River	The territory of Gilead	The land on which Caleb’s foot has trodden	
Jos	14	14	What promise did the Lord keep concerning Caleb, in Joshua 14?	10	A	He kept Caleb alive while Israel walked in the wilderness	He blessed all the nations of the earth through his children	Caleb fought in battles, and without injuries	He accepted Caleb’s sacrifice and blessed him with wealth	
Jos	14	15	How old was Caleb when he received his inheritance of land?	10	C	Forty	Forty-five	Eighty-five	Eighty	
Jos	14	16	How did Caleb describe his physical condition when he received his inheritance?	11	B	Old	Strong	Weak of sight	A and C	
Jos	14	17	What land did Caleb request?	12	D	The Jordan River Valley	The area around the Sea of Arabah	The Valley of Achor	The hill country	
Jos	14	18	Which nation of people lived in the land that Caleb requested?	12	B	Amalekites	Anakim	Hittites	Philistines	
Jos	14	19	In the land that Caleb requested, how were the cities described?	12	A	Great fortified	Small but mighty	Deserted	Shut up tight	
Jos	14	20	What was Hebron formerly called?	15	D	Nephtoah	Kiriath Jearim	Shikkeron	Kiriath-arba	
Jos	14	21	Who was the greatest man among the Anakim?	15	C	Sheshai	Ahiman	Arba	Talmai	
Jos	14	22	“And the land _______.”	15	A	Had rest from war	Produced milk and honey	Brought forth an abundance of crops	Experienced a famine	
Jos	15	1	Where did the allotment for the tribe of Judah reach?	1	D	From the Jordan of Jericho to the hill country of Bethel .	From Asher to Micmethath east of Shechem	From Heleph to the Jordan River	Southward to the boundary of Edom, to the wilderness of Zin	
Jos	15	2	Which is mentioned in describing the southern boundary of the tribe of Judah?	2- 4	D	The Salt Sea, from the bay that faces southward	Along by Hezron	By the Brook of Egypt	All of the above	
Jos	15	3	What was the eastern boundary of the allotment for Judah?	5	B	Coastline of the Great Sea	The Salt Sea, to the mouth of the Jordan	Valley of Rephaim	Kanah Ravine	
Jos	15	4	What was the western boundary of the allotment for Judah?	12	A	Great Sea with its coastline	Salt Sea	Mount Jearim	Valley of Rephaim	
Jos	15	5	Which of the following is NOT included in the northern boundary of Judah?	6-9	D	Waters of Nephtoah	Gilgal	Valley of Hinnom	Bethel	
Jos	15	6	What was another name for the Jebusite city?	8	C	Gilgal	Bethel	Jerusalem	Shechem	
Jos	15	7	In accordance with the Lord’s command to him, what did Joshua give Caleb?	13	D	A portion among the people of Judah	Kiriath-arba	Hebron	All of the above	
Jos	15	8	Who was the father of Anak?	13	A	Arba	Sheshai	Ahiman	Talmai	
Jos	15	9	Who did Caleb drive out from Hebron?	14	B	Og and Sihon	Sheshai and Ahiman and Talmai, the descendants of Anak	People of Kiriath Sepher	Jabin and Jobab	
Jos	15	10	What was another name for Kiriath-sepher?	15	D	Hebron	Gilgal	En Rogel	Debir	
Jos	15	11	Who captured Kiriath-sepher?	17	B	Joshua	Othniel	Caleb	Kenaz	
Jos	15	12	Who was Achsah?	16	D	King of Kiriath Sepher	King of Debir	Son of Caleb	Daughter of Caleb	
Jos	15	13	What did Caleb say concerning his daughter?	16	C	She would be a beautiful bride for whoever she chose to marry	She followed the Lord, the God of Israel, wholeheartedly	She would be given in marriage to whoever strikes Kiriath-sepher and captures it	The Lord would reveal her as the one who took plunder from the captured city	
Jos	15	14	Who was Kenaz?	17	D	Brother of Caleb	Son of Othniel	Father of Othniel	A and C	
Jos	15	15	To whom did Caleb give his daughter in marriage?	17	A	Othniel	Kenaz	Achsah	Makir	
Jos	15	16	What did Achsah and Othniel want from Caleb?	19	D	Pieces of silver and gold	More land in the Negeb	Flocks of sheep	A blessing and springs of water	
Jos	15	17	What land had Caleb already given Achsah?	19	C	Mount Adummim	Springs of Seir	Land of the Negeb	The Jebusite valley	
Jos	15	18	Who said, “Give me a blessing.”?	19	D	Othniel	Caleb	Joshua	Achsah	
Jos	15	19	What did Caleb give Achsah after her request?	19	A	The upper and lower springs	A donkey upon which to ride	A field for wheat	Text doesn’t say	
Jos	15	20	In the inheritance of the people of Judah, where was Adadah?	21-22	B	In the extreme north, near the Negeb	In the extreme south, toward the boundary of Edom	In the west, near the hill country	In the east, near the desert	
Jos	15	21	In the inheritance of the people of Judah, where was Beersheba?	21 & 28	A	In the extreme south	In the western foothills	In the hill country	In the desert	
Jos	15	22	How many cities were in the extreme south, toward the boundary of Edom?	21 & 32	D	9	15	16	29	
Jos	15	23	How many cities were in the lowland?	33-36	B	9	15	16	29	
Jos	15	24	In the inheritance of the people of Judah, where was Jezreel?	48 & 56	C	In the Negeb	In the western foothills	In the hill country	In the desert	
Jos	15	25	How many cities were in the hill country in the allotment of land to Judah?	48-51	D	38	9	10	11	
Jos	15	26	How many cities were in the wilderness in the allotment of land to Judah?	62	B	11	6	9	10	
Jos	15	27	Which nation could the people of Judah not drive out?	63	C	Hittites	Perizzites	Jebusites	Anakites	
Jos	15	28	Where were the Jebusites living?	63	D	In the Negev	In Gaza	In Ashdod	In Jerusalem
Jos	16	1	Where did the allotment for the people of Joseph begin?	1	D	At the Desert of Zin	Near Kiriath-Baal	The Lower Beth-horon	The Jordan by Jericho	
Jos	16	2	What did the allotment for Joseph include?	1-3	D	The hill country to Bethel	The territory of the Archites	The territory of the Japhletites	All of the above	
Jos	16	3	What direction was the territory of the Japhletites from the Archites?	3	C	East	North	West	South	
Jos	16	4	Where did the allotment for Joseph end?	3	B	In Gezer	At the sea	In the Valley of Jezreel	At Shiloh	
Jos	16	5	Who were Manasseh and Ephraim?	4	A	People of Joseph	Kings of the region	Priests of the tribe of Levi	Sons of Caleb	
Jos	16	6	What did the territory of Ephraim NOT include?	5-8	C	Taanath-Shiloh	Tappuah	Megiddo	The brook Kanah	
Jos	16	7	Where were some of the towns of the people of Ephraimites located?	9	D	East of the Jordan River	In Hebron, within the tribe of Judah	Near the Wadi of Egypt	Within the inheritance of the Manassites	
Jos	16	8	Which nation was not driven out by the Ephraimites?	10	B	Jebusites	Canaanites	Hittites	Anakites	
Jos	16	9	Where did the nation of #8 live?	10	D	In Jerusalem	In Michmethath	In Jericho	In Gezer	
Jos	16	10	What happened to the nation that was not driven out by Ephraim?	10	A	They made to do forced labor	They lived in peace as equals with the people of Ephraim	The Lord caused a plague to fall upon them	They became farmers	
Jos	17	1	Who was Joseph’s firstborn?	1	B	Makir	Manasseh	Zelophehad	Milcah	
Jos	17	2	Who was Manasseh’s firstborn?	1	C	Joseph	Ephraim	Machir	Gilead	
Jos	17	3	Who was the son of Machir?	1	D	Jebusites	Gibeon	Anak	Gilead	
Jos	17	4	Why had Machir’s descendants received Gilead and Bashan?	1	A	Because Machir was a man of war	Because Machir was a great priest	Because Machir was a great prophet	Because Machir was a righteous man	
Jos	17	5	Who are the male descendants of Manasseh receiving allotments of land in chapter 17?	2	D	Abiezer, Helek, and Asriel	Shechem, Hepher, and Shemida	Mahlah, Noah, and Hoglah	A and B	
Jos	17	6	Who had no sons, but only daughters?	3	B	Hepher	Zelophehad	Gilead	Machir	
Jos	17	7	What were the daughters’ names?	3	D	Mahlah and Noah	Hoglah and Milcah	Tirzah	All of the above	
Jos	17	8	To whom did the daughters of Zelophehad go to make a request?	4	D	Eleazar, the priest	Joshua the son of Nun	Their mother	A and B	
Jos	17	9	What did the daughters want?	4	C	Fields for their livestock	A wall of protection around their homes	An inheritance among the brothers of their father	Food to eat, no one to provide for them	
Jos	17	10	What justification did the daughters give for their request?	4	A	The Lord commanded Moses to give them an inheritance	Moses had made a promise to them	Joshua had made a promise to them	Their brothers had fought valiantly	
Jos	17	11	Manasseh’s share consisted of _______ besides the land of Gilead and Bashan.	5	D	Three portions	Five portions	Seven portions	Ten portions	
Jos	17	12	Which of the following is NOT included in the land allotment for Manasseh?	7-9	D	Michmethath	Tappuah	Brook Kanah	Shiloh	
Jos	17	13	What was the importance of the brook Kanah?	9-10	A	Land to the north of it belonged to Manasseh; south of it belonged to Ephraim	Land to the north of it belonged to Ephraim; south of it belonged to Manasseh	Land to the north of it belonged to Asher; south of it belonged to Manasseh	Land to the north of it belonged to Issachar; south of it belonged to Manasseh	
Jos	17	14	What did Manasseh border on the east?	10	B	Asher	Issachar	Ephraim	Judah	
Jos	17	15	Why was Manasseh not able to take possession of the cities in Issachar and Asher?	12	C	The Canaanites were fierce warriors	The Canaanites made a treaty with the Manassite	The Canaanites persisted in dwelling in that land	Issachar and Asher were weak	
Jos	17	16	What happened when the people of Israel grew strong?	13	C	The Canaanites were forced to move to another land	The Canaanites were completely destroyed	They put the Canaanites to forced labor	The Canaanites signed a peace treaty with the Israelites	
Jos	17	17	What did the people of Joseph say to Joshua?	14	B	Why have you given us only two allotments?	Why have you given me but one lot and one portion as an inheritance?	We need a source of water	We are ready to bury our father’s bones	
Jos	17	18	What was Joshua’s response?	15	D	If you are so numerous, go up to the hill country of Ephraim	If you are so numerous, go into the desert land of the Negeb	If you are so numerous, go to the water by the Jordan	If you are so numerous, go to the forest, and clear ground for yourselves	
Jos	17	19	What did the people of Joseph say about the Canaanites who dwell in the plain?	16	A	They had chariots of iron	They had taken over the hill country of Ephraim	They have large weapons of iron	They were numerous and very powerful	
Jos	17	20	Who was the house of Joseph?	17	D	Asher & Issachar	Reuben & Simeon	Levi & Dan	Ephraim & Manasseh	
Jos	17	21	What did Joshua say to the house of Joseph about their allotment of land as an inheritance?	18	D	You are numerous, but not very powerful	You will have only one allotment since you cannot clear the forested hill country	If you could clear it, its farthest limits would be yours	You shall drive out the Canaanites, though they have chariots of iron, & are strong	
Jos	18	1	Where did the people of Israel assemble to set up the tent of meeting?	1	D	Shema	Shechem	Sansannah	Shiloh	
Jos	18	2	As Joshua 18 opens, how many tribes of Israel had not yet been given their land?	2	C	Five	Six	Seven	Eight	
Jos	18	3	How many men did Joshua want provided from each tribe?	4	C	One	Two	Three	Four	
Jos	18	4	What were these appointed men to do?	4	D	Make offering for their tribes	Spy out the cities of Canaan that had not yet been conquered	Go among the people and tell them to consecrate themselves	Go up and down the land, and write a description of it	
Jos	18	5	What were the appointed men to do after completing their task?	6	A	Bring the description of the land to Joshua	Offer a wave offer over the descriptions	Bring back produce of the land	All of the above	
Jos	18	6	The land was to be divided into how many divisions?	6	D	Three	Five	Six	Seven	
Jos	18	7	Who was to remain in their territory on the south?	5	B	House of Joseph	Judah	Levi	Manasseh	
Jos	18	8	Who was to continue in their territory on the north?	5	D	Reuben	Simeon	Levi	Joseph	
Jos	18	9	How was Joshua going to determine the inheritance for the seven tribes?	6	C	Create a Tik Tok survey	Assign the land in alphabetical order	Cast lots for them before the Lord our God	Assign the land by their terrain	
Jos	18	10	Which tribe did not get a portion, because the priesthood of the Lord was their heritage?	7	B	Simeonites	The Levites	Benjaminites	Reuben	
Jos	18	11	Who had already received their inheritance beyond the Jordan eastward?	7	D	Gad	Reuben	Half the tribe of Manasseh	All of the above	
Jos	18	12	Where did the men write their description of the land?	9	C	Stone or rock	Papyrus	In a book	Tree bark	
Jos	18	13	When the men returned from mapping out the land, which tribe received the first allotment?	11	A	Benjamin	Simeon	Issachar	Asher	
Jos	18	14	Where was the territory allotment for the tribe of Benjamin?	11	C	Near the territory of Judah	From Zaanannim to the Jordan River	Between the people of Judah and the people of Joseph	Between Tabor to the Jordan River	
Jos	18	15	Where did the north side boundary of the tribe of Benjamin begin?	12	B	On the northern slope of Jericho	At the Jordan River	The south slope of Luz	The town of Kiriath Baal	
Jos	18	16	What is another name for Kiriath-jearim?	14	D	Jericho	Bethel	Beth Hoglah	Kiriath-baal	
Jos	18	17	Which is included in the description of land allotted to Benjamin?	15	A	Spring of the waters of Nephtoah	Valley of Ben Iphtah	En Remeth	Stone of Shion	
Jos	18	18	What was at the south end of the Jordan?	19	C	The Nile River	The Tigris River	The Salt Sea	The Mediterranean	
Jos	18	19	What was the boundary of the people of Benjamin on the east side?	20	B	The Euphrates River	The Jordan River	The Sea of Galilee	The Salt Sea	
Jos	18	20	How many total cities and villages did the tribe of Benjamin receive?	23 & 28	D	Twelve	Fourteen	Thirty	Twenty-six	
Jos	18	21	Which of the following was NOT a town belonging to the tribe of Benjamin?	21-28	D	Jericho	Bethel	Gibeon	Timnah	
Jos	19	1	Which tribe received the second lot cast by Joshua?	1	D	Asher	Dan	Naphtali	Simeon	
Jos	19	2	Where was the land allotted to the tribe of Simeon located?	1	C	Between the tribes of Judah and Joseph	Between the tribes of Benjamin and Judah	In the midst of the inheritance of the people of Judah	In the midst of the inheritance of the people of Zebulun	
Jos	19	3	Which of the following was NOT a town included in the land allotted for the tribe of Simeon?	2-7	B	Beersheba	Bethel	Bethul	Ziklag	
Jos	19	4	How many total cities are listed as an inheritance to the tribe of Simeon?	2-7	D	Thirteen	Four	Twelve	Eighteen	
Jos	19	5	Why did the people of Simeon get a share from Judah?	9	A	Because the portion of the people of Judah was too large for them	Judah was unable to drive all of the Canaanite people from their land	Judah had sinned in the sight of the Lord God	All of the above	
Jos	19	6	Who received the third allotment of land?	10	C	Benjamin	Simeon	Zebulun	Issachar	
Jos	19	7	How many cities did the tribe of Zebulun receive?	15	B	Ten	Twelve	Fifteen	Eighteen	
Jos	19	8	Which of the following is included in the boundary for the people of Zebulun?	11-13	D	Rimmon	Dabbesheth	Jokneam	All of the above	
Jos	19	9	Which of the following towns belonged to the tribe of Zebulun?	15	A	Bethlehem	Jericho	Bethel	Jerusalem	
Jos	19	10	In what order did the remaining four lots fall for the allotment of land for the tribes?	17-48	B	Dan, Naphtali, Asher, Issachar	Issachar, Asher, Naphtali, Dan	Asher, Dan, Naphtali, Issachar	Issachar, Asher, Simeon, Dan	
Jos	19	11	Which of the following tribes received twenty-two cities and their villages?	30	B	Issachar	Asher	Naphtali	Dan	
Jos	19	12	Which of the following tribes received the city of Jezreel?	18	A	Issachar	Asher	Naphtali	Dan	
Jos	19	13	What is the “fortified city” included in the description of the inheritance of Asher?	29	C	Bethlehem	Jerusalem	Tyre	Jezreel	
Jos	19	14	Which of the following is included in the description of the inheritance of Asher?	27	D	Valley of Ben Hinnom	Pass of Adummim	Stone of Bohan	Valley of Iphtahel	
Jos	19	15	Which inheritance included the “oak in Zaanannim”?	33	D	Simeon	Zebulun	Issachar	Naphtali	
Jos	19	16	Which tribe was south of Naphtali?	34	B	Dan	Zebulun	Asher	Issachar	
Jos	19	17	What was west of Naphtali?	34	C	The tribe of Dan	The Jordan River	The tribe of Asher	The fortified city of Tyre	
Jos	19	18	Which tribe was allotted land with the territory over against Joppa?	46	A	Dan	Zebulun	Issachar	Naphtali	
Jos	19	19	What difficulty did the tribe of Dan have after being allotted their land?	47	C	They were too crowded; their area of land was too small	They argued with the tribe of Issachar concerning the town of Timnah	They lost the land, & had to fight against Leshem to take possession of the territory	They had difficulty clearing the forest areas of their land	
Jos	19	20	Which city was renamed “Dan” after it was captured?	47	D	Jehud	Kedesh	Ekron	Leshem	
Jos	19	21	When did Joshua receive as an inheritance of land?	49	B	Before he cast lots for the tribes in Shiloh	After they had finished distributing the territories of the land to the tribes	After Judah and the house of Joseph had received their land	Immediately after Jericho had been destroyed	
Jos	19	22	What city did Joshua ask for and receive as an inheritance?	50	D	Bethlehem of the tribe of Judah	Jerusalem of the tribe of Benjamin	Ziddim of the tribe of Naphtali	Timnath-serah of Ephraim	
Jos	19	23	What kind of land was Timnath-serah?	50	C	Desert land	Coastal	Hill country	Forest land	
Jos	19	24	Who was involved in distributing by lot at the entrance to the tent of meeting in Shiloh?	51	D	Eleazar the priest	Joshua, son of Nun	Heads of the fathers' houses of the tribes	All of the above	
Jos	19	25	Which of the following statements closes Joshua 19?	51	A	“So, they finished dividing the land”	“These towns were the inheritance of the people of Israel”	“This was the inheritance of Benjamin for its clans”	“Though they are strong, you can drive them out”	
Jos	20	1	What did the Lord tell Joshua to do in chapter 20?	2	B	Give the Levites towns and pasturelands	Say to the people of Israel, ‘Appoint the cities of refuge	Go to his new home, build up the town, and settle there	Designate cities of refuge	
Jos	20	2	What was the purpose of a city of refuge?	3	D	Any native of the land of Canaan could go there and find protection from the Israelites	An Israelite who killed someone intentionally could go there to find protection	An Israelite who committed any crime could go there to find protection	That the manslayer who strikes any person without intent or unknowingly may flee there	
Jos	20	3	After fleeing to the city of refuge, what was a manslayer to do upon his arrival?	4	B	Bow low to the ground and offer a sacrifice to the Lord God	Stand at the entrance of the city and explain his case to the elders of that city	Pay the elders of the city two drachma	Walk around the city blowing a trumpet	
Jos	20	4	What was the responsibility of the elders of the city where a manslayer fled?	4	A	Take him into the city and give him a place	Not allow him into the city until he made sacrifices	Take him into the city and have him work as forced labor	Put the person in jail until his trial before the assembly	
Jos	20	5	What happened if the avenger of blood pursued the one who struck his neighbor unintentionally?	5	B	The elders of the city were to surrender the manslayer to the avenger of blood	The elders of the city should not give up the manslayer into his hand	The manslayer was to hasten to another city of refuge	The manslayer was to become a slave to the avenger of blood	
Jos	20	6	How long was the manslayer to stay in the city of refuge?	6	D	Until he has stood before the congregation	Until the death of him who is high priest at the time	Until the avenger of blood dies	A and B	
Jos	20	7	Where was the manslayer allowed to go when he was released from the city of refuge?	6	D	To the Jordan River to be cleansed by the high priest	To a new place away from the avenger	To see Joshua for a pardon	To his own town and his own home, to the town from which he fled	
Jos	20	8	How many cities of refuge were designated?	7-8	B	Three – one east of the Jordan River; two west of the Jordan River	Six – three on each side of the Jordan River	Nine – three in the north; three in the middle; and three in the south	Twelve – one from each tribe	
Jos	20	9	Which of the following were cities of refuge?	7-8	D	Kedesh and Shechem	Kiriath-arba (that is Hebron)	Bezer, Ramoth, and Golan	All of the above	
Jos	20	10	The cities of refuge were located within the territories of which tribes?	7-8	D	Judah on the south, and Joseph in the north	Naphtali, Ephraim, Judah	Reuben, Gad, and Manasseh	B and C	
Jos	20	11	Which cities of refuge were beyond the Jordan?	8	C	Kedesh, Shechem, and Kiriath Arba	Hebron, Bezer, and Ramoth	Bezer, Ramoth in Gilead, and Golan in Bashan	Ramoth and Golan	
Jos	20	12	Which city of refuge was in Judah?	7	A	Hebron	Kedesh	Shechem	Ramoth	
Jos	20	13	Which city of refuge was in Galilee?	7	B	Hebron	Kedesh	Shechem	Golan	
Jos	20	14	Which city of refuge was in the wilderness on the tableland?	8	C	Hebron	Kedesh	Bezer	Ramoth	
Jos	20	15	Who else besides the Israelites could flee to a city of refuge?	9	C	The people of Gibeon, who had signed a treaty with Israel	The Jebusites who were not driven out of Jerusalem	The stranger sojourning among them	Those who did forced labor for the Israelites	
Jos	20	16	When anyone fled to a city of refuge, what had to take place first?	9	A	The manslayer had to stand before the congregation	The avenger of blood and the manslayer had to offer sacrifices together	The avenger of blood had to locate the manslayer within the city walls	Nothing – if the avenger of blood came, the city was to surrender the accused	
Jos	21	1	Who approached Eleazar, Joshua, and the heads of the tribes at the beginning of chapter 21?	1	A	The heads of the fathers' houses of the Levites	The heads of the fathers' houses of Zebulun	The heads of the fathers' houses of Dan	The heads of the fathers' houses of Aaron	
Jos	21	2	Where did this meeting take place?	2	C	Gilgal	Shechem	Shiloh	Jerusalem	
Jos	21	3	What did the people of the tribe of Levi want?	2	D	Cities to dwell in	Pasturelands for their livestock	Farmland to produce food	A and B	
Jos	21	4	Which clan of Levi received the first allotment?	4	C	The Gershonites	The Merarites	The Kohathites	Text doesn’t say	
Jos	21	5	How many towns were allotted to the descendants of Aaron the priest?	4	C	Seven	Ten	Thirteen	Fourteen	
Jos	21	6	The descendants of Aaron received land from which tribes?	4	D	Reuben, Gad, and Zebulun	Issachar, Asher, and Naphtali	Ephraim, Dan, and half of Manasseh	Judah, Simeon, and Benjamin	
Jos	21	7	How many cities were allotted to the rest of the Kohathites?	5	A	Ten	Thirteen	Fifteen	Eighteen	
Jos	21	8	From which tribes were the rest of the Kohathites received towns?	5	C	Reuben, Gad, and Zebulun	Issachar, Asher, and Naphtali	Ephraim, Dan, and the half-tribe of Manasseh	Judah, Simeon, and Benjamin	
Jos	21	9	Who received 13 towns from the tribes of Issachar, Asher, Naphtali, & the half-tribe of Manasseh?	6	D	The Aaronites	The Kohathites	The Merarites	The Gershonites	
Jos	21	10	How many towns did the Merarites receive?	7	B	Ten	Twelve	Thirteen	Fifteen	
Jos	21	11	From which tribes did the Merarites receive towns?	7	A	Reuben, Gad, and Zebulun	Issachar, Asher, and Naphtali	Ephraim, Dan, and half of Manasseh	Judah Simeon, and Benjamin	
Jos	21	12	Who was Arba?	11	D	A son of Kohath	A son of Merari	A son of Gershon	The father of Anak	
Jos	21	13	Which of the following was NOT a town given to the descendants of Aaron?	11-15	B	Jattir	Kedesh in Galilee C Debir	Holon		
Jos	21	14	Why did the descendants of Aaron not receive the fields and villages around the city of Hebron?	12	B	They had been given to Joshua the son of Nun	They had been given to Caleb the son of Jephunneh	The Canaanites who lived there had not been conquered	They had been given to Gershom son of Moses	
Jos	21	15	Which of the following was a town allotted to the rest of the Kohathites from the tribe of Dan?	23-24	C	Shechem	Kibzaim	Aijalon	Beth Horon	
